Regionfilter,Country filter,Employee filter,Industryfilter,IT-Business filter,Product filter,Q_3,Q10,Q11_1211,Q11_211,Q11_3211,Q11_4211,Q11_5211,Q11_6211,Q11_7211,Q11_8211,Q11_9211,Q11_10211,Q11_11211,Q11_12211,Q11_13211,Q11_14211,Q11_15211,Q11_16211,Q11_17211,Q11_18211,Q11_19211,Q11_20211,Q11_21211,Q11_22211,Q11_23211,Q11_24211,Q11_25211,Q11_26211,Q11_27211,Q11_9999,Q11_999211,Q12,Q13,Q14,Q15,Q16235,Q17_1214,Q17_2214,Q17_3214,Q17_4214,Q17_5214,Q17_6214,Q17_7214,Q17_8214,Q17_9214,Q17_10214,Q17_11214,Q17_12214,Q17_13214,Q17_14214,Q17_15214,Q17_16214,Q17_17214,Q17_18214,Q17_19214,Q17_20214,Q17_999214,Q18_1215,Q18_2215,Q18_3215,Q18_4215,Q18_5215,Q18_6215,Q18_7215,Q18_8215,Q18_9215,Q18_10215,Q18_11215,Q18_12215,Q18_13215,Q18_14215,Q18_15215,Q18_16215,Q18_17215,Q18_18215,Q18_19215,Q18_20215,Q18_21215,Q18_22215,Q18_23215,Q18_24215,Q18_25215,Q18_26215,Q18_27215,Q18_28215,Q18_29215,Q18_30215,Q18_31215,Q18_9999,Q18_999215,Q_104223,Q_116225,Q_113_1224,Q_105221,Q_115222,Q_101218,Q_887226,Q_114220,Q_886216,Q_103217,Q_112_1219,Q_1087236,Q_111213,Q_112212,Q23241,Q24_1240,Q24_2240,Q24_3240,Q24_4240,Q24_5240,Q24_6240,Q25_1243,Q25_2244,Q25_3255,Q25_4248,Q25_5252,Q25_6249,Q25_7254,Q25_8242,Q25_9253,Q25_1256,Q25_11257,Q25_12247,Q25_13246,Q25_14245,Q25_15258,Q25_16251,Q25_1725,Q27,Q28201,Q29,Q30207,Q31202,Q_358,Q_359,Q70_regions,Q28_regions208,Q_euro,Industry_bundlednew203,Q12discrete,Q12_compsize,Q12_GROUP205,Q13_discrete204,Q13Q12sing,Q13Q12206,Q_3_bundled210,Q30_bundled,Q14_discrete237,Q15_discrete238
Asia and Pacific,Australia,1501 - 6000,Financial Services,Did not respond,Informatica EDC,Informatica EDC,Cloud Data Integration,Scalability,Extensibility of the solution,Openness,Innovative strength of the vendor,Fast reaction time on support tickets,Local presence and good support,Local presence and quality of support,,,Prebuilt content,Integrated end-to-end platform,,Ease of use for technical users,,Integration into existing IT operations,Convincing performance,,Reusability/metadata-driven development,Integration into enterprise data processes,Adoption rate of market trends in the tool,Product roadmap,AI/ML for development/maintenance of data,Automation of data processes,Connectivity to source and target systems,Supported data access methodologies,Range of available functions,,,,2000,30,2,20,In one division,Data Warehousing/BI,,Data Lake,,,,Data Pipelining,Data Integration,,,Cloud Integration,Data Warehouse Automation,,,,Data Discovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solution implementation needs workarounds,,,Quality of connector is not sufficient,,,,,,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Satisfactory,Good,Good,Good,Good,Good,Rather satisfied,Definitely,Half data-based and half based on gut feeling,Digitization & data-driven enterprise,,Security & privacy,,Data culture,Business user enablement,Slightly increased,Strongly increased,Stayed the same,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Slightly increased,Slightly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,,Australia,Insurance,Member of cross-functional BI/analytics team,Dedicated BI and analytics unit,Yes,Yes,2,Asia and Pacific, ,Financial Services,1001 – 2500,100 - 2500,1501 - 6000,25 - 75,1.5,1 to less than 5%,Informatica EDC,,Less than 25,Less than 25
Asia and Pacific,Australia,1501 - 6000,Financial Services,Did not respond,Informatica EDC,Informatica EDC,Cloud Data Integration,Scalability,Extensibility of the solution,Openness,Innovative strength of the vendor,Fast reaction time on support tickets,Local presence and good support,Local presence and quality of support,,,Prebuilt content,Integrated end-to-end platform,,Ease of use for technical users,,Integration into existing IT operations,Convincing performance,,Reusability/metadata-driven development,Integration into enterprise data processes,Adoption rate of market trends in the tool,Product roadmap,AI/ML for development/maintenance of data,Automation of data processes,Connectivity to source and target systems,Supported data access methodologies,Range of available functions,,,,2000,30,2,20,In one division,Data Warehousing/BI,,Data Lake,,,,Data Pipelining,Data Integration,,,Cloud Integration,Data Warehouse Automation,,,,Data Discovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solution implementation needs workarounds,,,Quality of connector is not sufficient,,,,,,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Satisfactory,Good,Good,Good,Good,Good,Rather satisfied,Definitely,Half data-based and half based on gut feeling,Digitization & data-driven enterprise,,Security & privacy,,Data culture,Business user enablement,Slightly increased,Strongly increased,Stayed the same,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Slightly increased,Slightly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,,Australia,Insurance,Member of cross-functional BI/analytics team,Dedicated BI and analytics unit,Yes,Yes,2,Asia and Pacific, ,Financial Services,1001 – 2500,100 - 2500,1501 - 6000,25 - 75,1.5,1 to less than 5%,Informatica EDC,,Less than 25,Less than 25
Europe,Austria,More than 6000,Public sector and Education,Business,Other,SAS Viya,4,Scalability,Extensibility of the solution,,,Fast reaction time on support tickets,,Local presence and quality of support,,,,,,,,,,,,Integration into enterprise data processes,,Product roadmap,AI/ML for development/maintenance of data,Automation of data processes,Connectivity to source and target systems,,,,,,12000,40,2,20,In several divisions,,Advanced Analytics/Machine Learning/AI,,,,,,,Data Preparation for Business Users,Data Virtualization,,,,,,,,,,,,Lack of management support,Lack of resources/budget,,,,,Lack of maturity/culture in the enterprise,,,,,,Inflexible licensing model,,,,,,,,,,,,,,,,,,,,,Satisfactory,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Rather satisfied,Probably,Predominantly data-based,Digitization & data-driven enterprise,,Security & privacy,Artificial intelligence & machine learning,,,Slightly increased,Slightly increased,Slightly increased,Stayed the same,Stayed the same,Stayed the same,Strongly increased,Strongly increased,Stayed the same,Stayed the same,Slightly increased,Slightly increased,Stayed the same,Slightly increased,Stayed the same,Stayed the same,Stayed the same,,Austria,Public sector,Data steward,Dedicated BI and analytics unit,Yes,,1,Europe,DACH,Public sector and Education,10001 -  100000,More than 2500,More than 6000,25 - 75,0.333333333,1 to less than 5%,Other,Business,Less than 25,Less than 25
Europe,Germany,More than 6000,Services,Business,Oracle Database,Oracle Database,18,Scalability,,,,Fast reaction time on support tickets,,,,,,,,,,,,,,,,,,,,,,,,,9000,100,2,20,In several divisions,Data Warehousing/BI,,,,Data Storage/Data Provisioning,,,Data Integration,Data Preparation for Business Users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don't know,,Don't know / not available,Don't know / not available,Don't know / not available,Good,Satisfactory,Good,Good,Satisfactory,Good,Good,Good,Good,Rather satisfied,Probably,Predominantly data-based,Digitization & data-driven enterprise,"Distributed data, computing & decision-making",Security & privacy,,,Business user enablement,Strongly increased,Slightly increased,Strongly increased,Stayed the same,Stayed the same,Slightly increased,Slightly increased,Slightly increased,Slightly increased,Strongly increased,Stayed the same,Slightly increased,Slightly increased,Slightly increased,Slightly increased,Slightly increased,Slightly increased,,Germany,Healthcare,Line of business employee,Finance and controlling,Yes,,1,Europe,DACH,Services,2501 – 10000,More than 2500,More than 6000,76 - 300,1.111111111,1 to less than 5%,Oracle Database,Business,Less than 25,Less than 25
Europe,Germany,More than 6000,Utilities,Business,Alation Data Catalog,Alation Data Catalog,2022.1,,,Openness,,,,,,,,,Ease of use for business users,Ease of use for technical users,,,,,,Integration into enterprise data processes,,Product roadmap,,,Connectivity to source and target systems,,,,,,20000,400,2,20,In several divisions,Data Warehousing/BI,,Data Lake,Data Governance,,,,,,,,,Data Stewardship/Data Quality Management,,,Data Discovery,,,Data Catalog,,,,,,,Unreliable software,Customization of tool is limited,Lack of maturity/culture in the enterprise,Product did not meet expectations,,Insufficient support,,,Inflexible licensing model,,,,,,,,,,,Roadmap does not meet our requirements,,,,,The product lacks key features,Some functions do not work,,,,Satisfactory,Satisfactory,Satisfactory,Good,Good,Satisfactory,Good,Satisfactory,Satisfactory,Good,Good,Good,Rather satisfied,Maybe,Half data-based and half based on gut feeling,,"Distributed data, computing & decision-making",Security & privacy,,Data culture,,,Slightly increased,,Slightly increased,Slightly increased,Strongly increased,Slightly increased,Slightly increased,Slightly increased,Stayed the same,Slightly increased,,,Stayed the same,Slightly increased,Stayed the same,Stayed the same,,Germany,Utilities,Person responsible for BI from IT department,IT,Yes,Yes,1,Europe,DACH,Utilities,10001 -  100000,More than 2500,More than 6000,More than 300,2,1 to less than 5%,Alation Data Catalog,Business,Less than 25,Less than 25
Europe,Switzerland,More than 6000,Manufacturing,Business,dataspot.,dataspot.,03.02.2005,Scalability,Extensibility of the solution,Openness,Innovative strength of the vendor,Fast reaction time on support tickets,Local presence and good support,Local presence and quality of support,"Flexible, good licensing model/price",Good price-performance ratio,Prebuilt content,Integrated end-to-end platform,Ease of use for business users,,,Integration into existing IT operations,,Available know-how in the company,,,,Product roadmap,,,,,Range of available functions,Quality of functions,,,25000,100,3,20,In several divisions,,,,Data Governance,,,,,,,,,Data Stewardship/Data Quality Management,Master/Reference Data Management,,,,,Data Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No significant problems,,,Good,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Good,Good,Excellent,Excellent,Very satisfied,Definitely,Half data-based and half based on gut feeling,,,,,Data culture,,,Strongly increased,Strongly increased,Strongly increased,,Slightly increased,Strongly increased,,,Strongly increased,,Strongly increased,,Strongly increased,Strongly increased,Strongly increased,,,Switzerland,Manufacturing,Head of business department,Dedicated BI and analytics unit,Yes,,1,Europe,DACH,Manufacturing,10001 -  100000,More than 2500,More than 6000,76 - 300,0.4,1 to less than 5%,dataspot.,Business,Less than 25,Less than 25
Europe,Switzerland,More than 6000,Manufacturing,Business,SAP BW/4HANA,SAP BW/4HANA,SAPK-20009INDW4CORE,,,,,,,,,,,Integrated end-to-end platform,Ease of use for business users,,,,Convincing performance,Available know-how in the company,Reusability/metadata-driven development,,,,,Automation of data processes,,,,,,,13000,300,3,20,In several divisions,Data Warehousing/BI,,Data Lake,,,,,Data Integration,Data Preparation for Business Users,Data Virtualization,,,Data Stewardship/Data Quality Management,,Self-Service Analytics,,,,,,,,,,,Unreliable software,,,,,Insufficient support,,,Inflexible licensing model,,Lack of internal know-how,,,,,,,,,Roadmap does not meet our requirements,,,,Quality of connector is not sufficient,,Some functions do not work,,,,Satisfactory,Good,Poor,Good,Excellent,Good,Satisfactory,Good,Satisfactory,Satisfactory,Good,Satisfactory,Rather satisfied,Probably,Predominantly data-based,Digitization & data-driven enterprise,,,,,Business user enablement,,,,,,,,,,,,,,,,,,,Switzerland,Process industry,Data engineer/data manager,IT,No,No,1,Europe,DACH,Manufacturing,10001 -  100000,More than 2500,More than 6000,76 - 300,2.307692308,1 to less than 5%,SAP BW/4HANA,Business,Less than 25,Less than 25
Europe,Switzerland,More than 6000,Retail/Wholesale,Business,SAP DWC,SAP DWC,2022.3,,,Openness,,,,,,,,,Ease of use for business users,,,Integration into existing IT operations,,,,,,,,,Connectivity to source and target systems,Supported data access methodologies,,,,,35000,20,4,20,For the implementation of a specific use case,Data Warehousing/BI,,,,,,,Data Integration,Data Preparation for Business Users,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Performance too slow,Lacks of key features,,,,,,,The product lacks key features,Some functions do not work,,,,Satisfactory,Good,Good,Poor,Poor,Satisfactory,Good,Good,Good,Good,Good,Good,Neither satisfied nor dissatisfied,Probably,Half data-based and half based on gut feeling,Digitization & data-driven enterprise,,Security & privacy,,,Business user enablement,Slightly increased,Strongly increased,Slightly increased,Slightly increased,Slightly increased,Slightly increased,Strongly increased,Strongly increased,Strongly increased,Slightly increased,Stayed the same,Strongly increased,Slightly increased,Strongly increased,Strongly increased,Strongly increased,Slightly increased,,Switzerland,Retail / Wholesale / Trade,Person responsible for departmental BI,Dedicated BI and analytics unit,Yes,Yes,1,Europe,DACH,Retail/Wholesale,10001 -  100000,More than 2500,More than 6000,Less than 25,0.057142857,1 to less than 5%,SAP DWC,Business,Less than 25,Less than 25
North America,United States of America,150 - 500,Services,Business,Other,Actian DataConnect,11.6,Scalability,,Openness,,,Local presence and good support,Local presence and quality of support,,,,,,,Disaster recovery concepts,,,,,,,,,,,,,,,,500,30,4,20,For the implementation of a specific use case,Data Warehousing/BI,,Data Lake,,,,,,,,,,,,,Data Discovery,,,,,,,,,,,Customization of tool is limited,Lack of maturity/culture in the enterprise,,,,,,,,,,,The product is not enterprise-ready,,,,,,,,,,,,,,,,Good,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Poor,Satisfactory,Good,Good,Satisfactory,Rather satisfied,Probably,Half data-based and half based on gut feeling,Digitization & data-driven enterprise,,,Artificial intelligence & machine learning,,Business user enablement,Strongly increased,Slightly increased,Slightly increased,Strongly increased,Strongly increased,Slightly increased,Strongly increased,Slightly increased,Slightly increased,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Slightly increased,Slightly increased,Slightly increased,Slightly increased,India,United States of America,Consulting,Person responsible for BI from IT department,,Yes,,3,North America, ,Services,251 - 500,100 - 2500,150 - 500,25 - 75,6,5 to less than 10%,Other,Business,Less than 25,Less than 25
Europe,Germany,1501 - 6000,Services,Business,MS SSIS,Microsoft SSIS,2017,Scalability,,,Innovative strength of the vendor,,,,,,,,,Ease of use for technical users,,Integration into existing IT operations,Convincing performance,Available know-how in the company,,,,,,,,,,Quality of functions,,,5400,50,4,20,In several divisions,Data Warehousing/BI,Advanced Analytics/Machine Learning/AI,Data Lake,,Data Storage/Data Provisioning,,Data Pipelining,Data Integration,,,,Data Warehouse Automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No significant problems,,,Good,Good,Satisfactory,Good,Good,Good,Good,Satisfactory,Satisfactory,Good,Good,Good,Rather satisfied,Probably,Predominantly data-based,Digitization & data-driven enterprise,,,Artificial intelligence & machine learning,Data culture,Business user enablement,Slightly increased,Slightly increased,,Stayed the same,Stayed the same,Strongly increased,Strongly increased,Strongly increased,Strongly increased,Slightly increased,Slightly increased,Strongly increased,Slightly increased,Slightly increased,Slightly increased,Slightly increased,Slightly increased,,Germany,Consulting,Data engineer/data manager,IT,Yes,,1,Europe,DACH,Services,2501 – 10000,More than 2500,1501 - 6000,25 - 75,0.925925926,1 to less than 5%,MS SSIS,Business,Less than 25,Less than 25
Europe,Switzerland,More than 6000,Financial Services,Did not respond,Collibra DI Cloud,Collibra DI Cloud,2021.11,Scalability,Extensibility of the solution,Openness,Innovative strength of the vendor,,,,,,Prebuilt content,,,Ease of use for technical users,,,,,,Integration into enterprise data processes,,,,Automation of data processes,Connectivity to source and target systems,,Range of available functions,,,,13800,300,4,20,Company-wide,Data Warehousing/BI,Advanced Analytics/Machine Learning/AI,Data Lake,Data Governance,,,,,,,,,Data Stewardship/Data Quality Management,,,Data Discovery,,Data Fabric,Data Catalog,,,,Lack of resources/budget,Organizational issues,,,,Lack of maturity/culture in the enterprise,,,,,,,,Lack of internal know-how,Lack of usability,,,,Tool doesn't work with existing IT tools,,,,,Solution implementation needs workarounds,Automation does not meet expectations,,Quality of connector is not sufficient,,,,,,Satisfactory,Satisfactory,Good,Good,Good,Good,Very poor,Good,Satisfactory,Satisfactory,Good,Good,Rather satisfied,Definitely,Half data-based and half based on gut feeling,Digitization & data-driven enterprise,,,,Data culture,Business user enablement,Stayed the same,Stayed the same,Slightly increased,Slightly increased,Slightly increased,Slightly increased,Slightly increased,Stayed the same,Stayed the same,Slightly increased,Stayed the same,Stayed the same,Slightly increased,Slightly decreased,Stayed the same,Stayed the same,Slightly decreased,,Switzerland,Insurance,"Other, please specify:",Other,Yes,No,1,Europe,DACH,Financial Services,10001 -  100000,More than 2500,More than 6000,76 - 300,2.173913043,1 to less than 5%,Collibra DI Cloud,,Less than 25,Less than 25
Europe,Germany,150 - 500,IT,Did not respond,MS SQL Server,MS SQL Server,2019,Scalability,Extensibility of the solution,,Innovative strength of the vendor,Fast reaction time on support tickets,,,,,Prebuilt content,,,,Disaster recovery concepts,,Convincing performance,Available know-how in the company,,Integration into enterprise data processes,,,,Automation of data processes,,,,Quality of functions,,,200,,5,20,In several divisions,Data Warehousing/BI,,,,Data Storage/Data Provisioning,,,,,,,,,,,,,,,,,Lack of management support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Satisfactory,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Rather satisfied,Probably,Predominantly data-based,Digitization & data-driven enterprise,"Distributed data, computing & decision-making",,Artificial intelligence & machine learning,,,Slightly increased,Slightly increased,Slightly increased,Slightly increased,Stayed the same,Strongly increased,Slightly increased,Stayed the same,Slightly increased,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Stayed the same,Slightly increased,Stayed the same,,Germany,IT,"Other, please specify:",Other,Yes,,1,Europe,DACH,IT,100 - 250,100 - 2500,150 - 500,, ,,MS SQL Server,,Less than 25,Less than 25
Europe,Germany,More than 6000,Manufacturing,Business,SAP DI,SAP DI,03.01.1975,Scalability,,,,,,,,,,,,,,Integration into existing IT operations,,,,Integration into enterprise data processes,,,,Automation of data processes,Connectivity to source and target systems,,,,,,100000,25,5,20,In one division,Data Warehousing/BI,,Data Lake,,Data Storage/Data Provisioning,,Data Pipelining,Data Integration,,,Cloud Integration,,,,,,,,,,,,,,,Unreliable software,Customization of tool is limited,,,Cannot process data adequately,,High complexity in operation,,,,,,,,,Tool doesn't work with existing IT tools,,,,,,Automation does not meet expectations,,Quality of connector is not sufficient,,,,,,Satisfactory,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Don't know / not available,Good,Satisfactory,Good,Neither satisfied nor dissatisfied,Probably,Half data-based and half based on gut feeling,Digitization & data-driven enterprise,"Distributed data, computing & decision-making",,Artificial intelligence & machine learning,Data culture,,Slightly increased,Stayed the same,Stayed the same,Strongly increased,Strongly increased,Slightly increased,Slightly increased,Slightly increased,Strongly increased,Slightly increased,Slightly increased,Strongly increased,Slightly increased,Strongly increased,Stayed the same,Slightly increased,Slightly increased,,Germany,Process industry,Enterprise architect,IT,No,No,1,Europe,DACH,Manufacturing,10001 -  100000,More than 2500,More than 6000,Less than 25,0.025,1 to less than 5%,SAP DI,Business,Less than 25,Less than 25
