Regionfilter,Country filter,Employee filter,Industryfilter,IT-Business filter,Product filter,Q_27211,Q_28211,Q_29211,Q_30211,Q_31211,Q_12211,Q_13211,Q_15211,Q_18211,Q_19211,Q_23211,Q_32_1211,Q_33_1211,Q_24211,Q_34211,Q_35211,Q_26211,Q_36211,Q_28_999211,Q_58214,Q_51214,Q_59214,Q_46214,Q_60214,Q_884214,Q_61214,Q_40214,Q_41214,Q_42214,Q_62214,Q_45214,Q_43214,Q_44214,Q_65214,Q_66214,Q_54214,Q_67214,Q_56_999214,Q_101_1215,Q_84215,Q_85215,Q_86215,Q_87215,Q_102_1215,Q_88215,Q_89215,Q_90215,Q_91215,Q_93215,Q_94215,Q_95215,Q_96215,Q_103_1215,Q_104_1215,Q_105_1215,Q_97215,Q_98_999215,Q_101218,Q_112_1219,Q_104223,Q_105221,Q_103217,Q_113_1224,Q_114220,Q_115222,Q_116225,Q_886216,Q_887226,Q_111213,Q_112212,Q_906230,Q_907230,Q_908230,Q_909230,Q_910230,Q_911230,Q_912230,Q_913230,Q_904230,Q_914231,Q_920234,Q_921234,Q_922234,Q_923234,Q_924234,Q_925234,Q_926234,Q_927234,Q_928234,Q_929234,Q_932234,Q_930234,Q_937233,Q_938233,Q_939233,Q_940233,Q_941233,Q_942233,Q_943233,Q_944233,Q_945233,Q_946233,Q_947233,Q_949232,Q_950,Q_951,Q_952,Q_955,Q_956,Q_957,Q_958,Q_959,Q_960,Q_961,Q_346,Q_351,Q70_1201,Q_352,Q_354207,Q_356202,Q70_regions208,Industry_bundlednew203,Q32_GROUP205,Q33_discrete204,Q_3_bundled210,Q33Q32206
Europe,Germany,1500 - 6000,Services,Business,Did not respond,,,,Local presence and good support,,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,Openness of the tool,,Ease of use for technical users,Ease of use for business users,,Existing know-how in the company,,,Know-how available on the market,,,,,,Data Storage/Data Provisioning,,,Data Integration,Data Preparation for Business Users,Data Virtualization,,,,,,Self-Service Analytics,,,,,,,,,,,,,,,,,,,,,No significant problems,,Excellent,Excellent,Satisfactory,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Very satisfied,Definitely,,,,,,,,,,,,,Empowerment of business users,,,Self-service analytics/BI,,,,,,,,,,,,,,Implementing data & analytics projects,,,,Medium,not quoted,quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,Services,Head of business department,Finance and controlling,Europe,Services,1500 - 6000,More than 300,,15 to less than 20%
Europe,Germany,150 - 500,Manufacturing,Business,Did not respond,,,,,Solution met our requirements,,,Functional scope,,,,,Ease of use for business users,,,,,,,,,,,,,,,Data Preparation for Business Users,,,,,Master/Reference Data Management,,Self-Service Analytics,,,,,,Company policy/lack of resources/budget,,Lack of internal know-how,,,,,,,High complexity in development,,,,,,,,Satisfactory,Good,Don't know/not available,Satisfactory,Good,Don't know/not available,Excellent,Excellent,Don't know/not available,Excellent,Good,Partly satisfied/partly dissatisfied,Perhaps,,,Advanced analytics,Business intelligence,,,,,,"$100,000 - $499,999",,,,,,Self-service analytics/BI,Data warehouse modernization,,,Data & analytics platforms,,,,,,Establishing organization for data & analytics,,,,Implementing data & analytics projects,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Germany,Process industry,Line of business employee,Finance and controlling,Europe,Manufacturing,150 - 500,25 - 75,,5 to less than 10%
North America,United States of America,Less than 150,Other,Did not respond,Did not respond,,Good reputation of the product/vendor,,,,,,,Connectivity to source and target systems,Openness of the tool,,Ease of use for technical users,,Good price-performance ratio,Existing know-how in the company,,,Know-how available on the market,,Holistic Data Platform,,Data Warehousing/BI,,Data Storage/Data Provisioning,,Data Pipelining,Data Integration,Data Preparation for Business Users,Data Virtualization,,,,,,Self-Service Analytics,,,,,,,,,,,,,,,,,,,,,No significant problems,,Satisfactory,Satisfactory,Good,Satisfactory,Good,Satisfactory,Satisfactory,Good,Satisfactory,Good,Satisfactory,Rather satisfied,Perhaps,Transformation to a data-driven company,New business models,Advanced analytics,Business intelligence,,,,,,"Less than $100,000",,Data-driven culture,Empowerment of business users,Data democratization,,Self-service analytics/BI,,,,Data & analytics platforms,,,,Creating a data culture,Building competencies,,Modernizing data & analytics architectures,Acquiring new technology,,,,,,Medium,not quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,41xRT,United States of America,United States of America,Services,External consultant,,North America,Other,Less than 150,Less than 25,,More than 75%
Europe,Germany,150 - 500,Utilities,Business,Did not respond,,,,,,,,,,,,,,Good price-performance ratio,,,Existing relationship with the vendor,,,,,Data Warehousing/BI,,Data Storage/Data Provisioning,,,,Data Preparation for Business Users,,,,,,,,,,,,,,,Lack of internal know-how,,,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,Don't know/not available,Good,Good,Rather satisfied,Probably,Transformation to a data-driven company,,Advanced analytics,,,,,,,"$100,000 - $499,999",Master data/Data quality management,,,,,,,,,,Data security/data privacy,,,,,Establishing organization for data & analytics,,,Larger budgets for external service providers,,,,,Medium,not quoted,not quoted,not quoted,quoted,"es bleibt abzuwarten, ob es eine geradlinige Umsetzung aufgrund anderer Beschränkungen (systemseitig, internes KnowHow, Änderungsbereitschaft) möglich ist",-77,-77,-77,-77,-66,-66,-77,Germany,Utilities,Head of business department,Finance and controlling,Europe,Utilities,150 - 500,Less than 25,,1 to less than 5%
Europe,Denmark,Less than 150,Other,Business,Did not respond,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,,Solution met our requirements,Convincing performance,Scalability,,Connectivity to source and target systems,,,,Ease of use for business users,,,,,,,,,,,,,Data Pipelining,Data Integration,Data Preparation for Business Users,,,,,,,Self-Service Analytics,Data Discovery,,,,,,,,,,,,,,,,Inflexible licensing model,,,,,,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Very satisfied,Definitely,Transformation to a data-driven company,,,Business intelligence,,,,,,"Less than $100,000",,Data-driven culture,,Data democratization,,Self-service analytics/BI,,,Cloud for data & analytics,,,,,,,,Modernizing data & analytics architectures,Acquiring new technology,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Denmark,Media/Publishing,Business analyst,Dedicated BI and analytics unit,Europe,Other,Less than 150,Less than 25,,1 to less than 5%
Asia and Pacific,Thailand,500 - 1500,Manufacturing,IT,Did not respond,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,Local presence and good support,,,,,,,,,Ease of use for business users,,,,,,,,,,,,,,,Data Preparation for Business Users,,Cloud Integration,,,,,Self-Service Analytics,,,,,,,,,,,,,,,High complexity in development,,Inflexible licensing model,,,,,,Good,Good,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Good,Good,Satisfactory,Don't know/not available,Good,Very satisfied,Probably,,,,,Regulatory/compliance requirements,Data protection,,,,"$100,000 - $499,999",,,,,,,,,Cloud for data & analytics,,Data security/data privacy,,,,,Establishing organization for data & analytics,,,,,,,,Medium,not quoted,not quoted,quoted,not quoted,-99,-77,-77,-77,-77,-66,-66,-77,Thailand,Process industry,CIO/IT management,IT,Asia and Pacific,Manufacturing,500 - 1500,25 - 75,,1 to less than 5%
Europe,Spain,1500 - 6000,Utilities,Business,Did not respond,,Good reputation of the product/vendor,Vendor stability/transparency,,Solution met our requirements,Convincing performance,,,Connectivity to source and target systems,Openness of the tool,,Ease of use for technical users,Ease of use for business users,,Existing know-how in the company,,,,,,,Data Warehousing/BI,Data Governance,,,,,,,,Data Warehouse Automation,,Master/Reference Data Management,,Self-Service Analytics,Data Discovery,,,,,,,,,,,,,,,,,,,,No significant problems,,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Don't know/not available,Excellent,Excellent,Very satisfied,Definitely,Transformation to a data-driven company,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,Data protection,,,,,,Data-driven culture,Empowerment of business users,Data democratization,Data governance,Self-service analytics/BI,,,,Data & analytics platforms,,,Defining a data & analytics strategy,Creating a data culture,,,,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Spain,Utilities,Chief data officer,Dedicated BI and analytics unit,Europe,Utilities,1500 - 6000,More than 300,,20 to less than 30%
Europe,Greece,More than 6000,Financial Services,Business,Did not respond,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,Local presence and good support,Solution met our requirements,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,,,Ease of use for technical users,,,Existing know-how in the company,,,Know-how available on the market,,,,,,,Query Engine,,Data Integration,Data Preparation for Business Users,,,,Data Stewardship/Data Quality Management,,Advanced Analytics/Machine Learning/AI,,,,,,,,,,,,,,,,,,,,,,No significant problems,,Good,Good,Satisfactory,Satisfactory,Good,Good,Satisfactory,Good,Don't know/not available,Satisfactory,Good,Rather satisfied,Definitely,Transformation to a data-driven company,,Advanced analytics,Business intelligence,,,Use of artificial intelligence,,,"$100,000 - $499,999",Master data/Data quality management,Data-driven culture,Empowerment of business users,,,,,Artificial intelligence,,Data & analytics platforms,,,Defining a data & analytics strategy,Creating a data culture,,,Modernizing data & analytics architectures,Acquiring new technology,,Implementing data & analytics projects,,,,Medium,not quoted,not quoted,not quoted,quoted,Other implementation on Digital Transformation are a major requirement,-77,-77,-77,-77,-66,-66,-77,Greece,Banking and finance,Head of business department,Other,Europe,Financial Services,More than 6000,76 - 300,,1 to less than 5%
Europe,Spain,Less than 150,Retail/Wholesale,Did not respond,Did not respond,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,,Solution met our requirements,Convincing performance,Scalability,,,Openness of the tool,Provision/deployment model,Ease of use for technical users,Ease of use for business users,,,,Existing relationship with the vendor,,,,Data Lake,Data Warehousing/BI,Data Governance,,Query Engine,,Data Integration,Data Preparation for Business Users,,,,,,Advanced Analytics/Machine Learning/AI,,,,,,,,,,,,,,,,,,,,,,No significant problems,,Satisfactory,Good,Satisfactory,Good,Good,Good,Good,Excellent,Good,Good,Excellent,Very satisfied,Definitely,Transformation to a data-driven company,,,Business intelligence,,,,,,"Less than $100,000",,,Empowerment of business users,Data democratization,,Self-service analytics/BI,,,,,,,,,,Establishing organization for data & analytics,,Acquiring new technology,,,,,,Medium,quoted,not quoted,not quoted,not quoted,-99,-77,-77,-77,-77,-66,CPM Matters,Spain,Spain,Retail / Wholesale / Trade,CEO/board member,,Europe,Retail/Wholesale,Less than 150,Less than 25,,More than 75%
Europe,Slovenia,1500 - 6000,Financial Services,Business,Did not respond,,,,,,,,,,,,,,,Existing know-how in the company,,,,,,,Data Warehousing/BI,,,,,,,,,,,,,,,,,,,,,,,,,The product cannot process data adequately,"Query, load, processing performance too slow",,,,,,,,,,Good,Good,Satisfactory,Satisfactory,Good,Good,Good,Good,Good,Good,Good,Rather satisfied,Probably not,,New business models,Advanced analytics,Business intelligence,,,Use of artificial intelligence,,,"$100,000 - $499,999",Master data/Data quality management,Data-driven culture,,,Data governance,Self-service analytics/BI,Data warehouse modernization,,Cloud for data & analytics,Data & analytics platforms,,,,Creating a data culture,Building competencies,,Modernizing data & analytics architectures,Acquiring new technology,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Slovenia,Insurance,CIO/IT management,Dedicated BI and analytics unit,Europe,Financial Services,1500 - 6000,76 - 300,,1 to less than 5%
South America,Chile,Less than 150,Services,Business,Did not respond,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,,Solution met our requirements,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,Openness of the tool,Provision/deployment model,Ease of use for technical users,,Good price-performance ratio,Existing know-how in the company,,,Know-how available on the market,,Holistic Data Platform,Data Lake,Data Warehousing/BI,,,Query Engine,Data Pipelining,Data Integration,Data Preparation for Business Users,,,Data Warehouse Automation,,,Advanced Analytics/Machine Learning/AI,Self-Service Analytics,,,,,,,,,,,,,,,,,,,,,No significant problems,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Very satisfied,Definitely,Transformation to a data-driven company,New business models,Advanced analytics,Business intelligence,,,Use of artificial intelligence,,,"Less than $100,000",Master data/Data quality management,Data-driven culture,Empowerment of business users,Data democratization,Data governance,Self-service analytics/BI,Data warehouse modernization,Artificial intelligence,Cloud for data & analytics,,,,Defining a data & analytics strategy,,,,,,,Implementing data & analytics projects,Developing implementation concepts,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Chile,Services,CEO/board member,Management,South America,Services,Less than 150,Less than 25,,40 to less than 50%
Europe,Germany,500 - 1500,Manufacturing,Business,Did not respond,Innovative strength of the vendor,Good reputation of the product/vendor,Vendor stability/transparency,Local presence and good support,Solution met our requirements,Convincing performance,Scalability,Functional scope,Connectivity to source and target systems,Openness of the tool,Provision/deployment model,Ease of use for technical users,Ease of use for business users,,,,,,,,,Data Warehousing/BI,,Data Storage/Data Provisioning,Query Engine,Data Pipelining,Data Integration,Data Preparation for Business Users,Data Virtualization,,,,,,,Data Discovery,,,,Organizational issues,Company policy/lack of resources/budget,,Lack of internal know-how,,,,,,,,,,,,,,,Good,Excellent,Don't know/not available,Good,Good,Don't know/not available,Good,Good,Excellent,Excellent,Good,Very satisfied,Definitely,Transformation to a data-driven company,,Advanced analytics,Business intelligence,Regulatory/compliance requirements,Data protection,,,,,Master data/Data quality management,Data-driven culture,Empowerment of business users,Data democratization,Data governance,,Data warehouse modernization,,,Data & analytics platforms,,,Defining a data & analytics strategy,Creating a data culture,Building competencies,,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,Germany,Process industry,Other,Operations/production,Europe,Manufacturing,500 - 1500,76 - 300,,40 to less than 50%
Rest of the world,South Africa,Less than 150,Other,Business,Did not respond,,,,,,Convincing performance,Scalability,Functional scope,,,,Ease of use for technical users,Ease of use for business users,Good price-performance ratio,,,,,Other,Holistic Data Platform,,,,,,Data Pipelining,,Data Preparation for Business Users,Data Virtualization,Cloud Integration,,,,Advanced Analytics/Machine Learning/AI,,,,,,,,,,Lack of external know-how,,,,,,,,,,,,,,Excellent,Good,Excellent,Good,Good,Satisfactory,Good,Excellent,Excellent,Satisfactory,Good,Very satisfied,Definitely,,,Advanced analytics,Business intelligence,,,,,,"Less than $100,000",,,,,,Self-service analytics/BI,,,Cloud for data & analytics,Data & analytics platforms,,,,,,Establishing organization for data & analytics,Modernizing data & analytics architectures,,,Implementing data & analytics projects,,,,High,-77,-77,-77,-77,-66,-77,-77,-77,-77,-66,-66,-77,South Africa,Services,CEO/board member,Management,Rest of the world,Other,Less than 150,Less than 25,,40 to less than 50%
